Age,Gender,Monthly_Income,Occupation,Location_Type,Cinema_Visit_Frequency,Spend_Per_Visit,Movie_Importance,Preferred_Genres,Preferred_Time,Movie_Companion,Group_Movie_Conflict,Use_Poll_Booking,Seat_Importance,Pay_Extra_Seat,Buy_Snacks,Use_Snack_Preorder,Enjoy_PostCredit,Want_Spoiler_Free_Alerts,Inclusive_Screenings,Eco_Labels_Influence,Follow_Fan_Communities,Want_Exclusive_Content,AI_Recommendation_Interest,Loyalty_SplitPay_Interest,Use_App_Regularly
56,Non-binary,2295,Retired,Tier-2 City,Never,93,2,"Action, Drama, Sci-Fi, Documentary, Animation, Comedy, Romance, Other",Evening,Alone,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,1,1,Yes
16,Non-binary,14382,Homemaker,Rural Area,Never,60,3,"Drama, Romance, Documentary, Action, Comedy, Other, Sci-Fi",Evening,Family,No,Yes,4,No,Yes,No,No,No,Yes,Yes,Yes,No,4,2,No
40,Non-binary,4161,Retired,Rural Area,Never,68,2,"Comedy, Romance, Horror, Action, Drama",Afternoon,Friends/Group,Yes,No,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4,2,Yes
31,Prefer not to say,3947,Other,Tier-1 City,Rarely,53,3,"Horror, Comedy, Drama, Animation, Action",Afternoon,Family,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,No,No,No,2,1,Yes
54,Prefer not to say,12848,Homemaker,Tier-1 City,Rarely,53,5,"Action, Other, Horror, Animation, Romance, Comedy, Sci-Fi, Drama, Documentary",Afternoon,Alone,No,Yes,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,2,3,Yes
47,Male,1343,Student,Town,Weekly,56,4,"Other, Animation, Action, Horror, Sci-Fi, Comedy",Night,Family,No,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,Yes
23,Male,1274,Retired,Tier-2 City,Never,65,3,"Documentary, Comedy, Animation, Action, Drama",Afternoon,Friends/Group,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,Yes,No,No,1,5,Yes
57,Female,4221,Other,Rural Area,Occasionally,67,1,"Romance, Sci-Fi, Action, Animation",Morning,Alone,Yes,Yes,5,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3,1,No
53,Prefer not to say,3159,Student,Town,Weekly,80,1,"Drama, Animation, Comedy, Romance, Action, Sci-Fi",Afternoon,Partner,No,Yes,4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1,1,No
43,Female,1801,Student,Rural Area,Never,57,4,"Documentary, Action, Horror, Romance, Comedy, Animation",Afternoon,Friends/Group,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,1,Yes
56,Male,1206,Student,Tier-1 City,Never,81,3,"Action, Comedy, Drama, Documentary, Romance",Afternoon,Friends/Group,No,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3,5,Yes
40,Female,1223,Student,Rural Area,Rarely,84,1,"Other, Sci-Fi, Romance, Drama, Animation, Comedy, Action",Evening,Alone,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,5,3,Yes
49,Male,6615,Homemaker,Tier-2 City,Weekly,65,1,"Animation, Documentary, Comedy, Action",Night,Alone,Yes,No,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,1,Yes
39,Prefer not to say,1532,Homemaker,Tier-2 City,Never,58,3,"Action, Animation, Other, Drama, Sci-Fi, Horror",Afternoon,Partner,No,Yes,2,Yes,No,No,Yes,No,No,Yes,Yes,No,2,2,Yes
38,Non-binary,1976,Homemaker,Tier-1 City,Never,76,2,"Comedy, Action, Other, Animation, Drama",Night,Friends/Group,Yes,Yes,1,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,3,2,Yes
27,Prefer not to say,1642,Other,Tier-2 City,Weekly,70,3,"Documentary, Comedy, Drama, Horror",Morning,Alone,Yes,No,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,4,Yes
21,Female,2096,Other,Tier-2 City,Occasionally,79,2,"Documentary, Sci-Fi, Action, Romance, Other, Horror, Animation",Morning,Partner,Yes,Yes,5,Yes,Yes,No,Yes,No,No,Yes,No,Yes,5,5,Yes
50,Female,1179,Other,Town,Weekly,106,4,"Animation, Romance, Comedy, Horror, Action, Drama",Afternoon,Partner,Yes,Yes,5,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,5,4,Yes
59,Prefer not to say,2830,Working Professional,Rural Area,Weekly,76,5,"Documentary, Sci-Fi, Comedy, Drama, Other, Action, Horror",Morning,Alone,No,No,1,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,2,2,Yes
34,Prefer not to say,1175,Other,Tier-1 City,Occasionally,62,4,"Comedy, Other, Romance, Drama, Sci-Fi, Horror, Animation, Action, Documentary",Night,Friends/Group,No,No,2,No,No,No,No,Yes,Yes,Yes,No,No,1,3,Yes
15,Male,5028,Homemaker,Tier-1 City,Weekly,57,5,"Other, Animation, Sci-Fi, Romance, Horror, Comedy, Documentary",Evening,Family,No,No,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,3,Yes
22,Female,1665,Homemaker,Tier-1 City,Never,57,1,"Comedy, Animation, Documentary, Romance, Action, Other",Afternoon,Family,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,4,No
30,Female,2941,Working Professional,Tier-1 City,Weekly,45,1,"Documentary, Drama, Comedy, Animation",Morning,Partner,Yes,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,2,Yes
28,Prefer not to say,6302,Working Professional,Tier-1 City,Occasionally,93,1,"Drama, Action, Horror, Documentary, Animation",Night,Family,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,2,Yes
26,Non-binary,3630,Other,Tier-2 City,Monthly,30,2,"Drama, Sci-Fi, Other, Romance, Action",Night,Family,No,Yes,4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,5,1,Yes
37,Female,2903,Retired,Town,Weekly,84,5,"Animation, Other, Sci-Fi, Drama",Morning,Alone,No,Yes,4,Yes,No,Yes,Yes,No,Yes,Yes,No,No,1,5,Yes
29,Non-binary,1980,Working Professional,Tier-1 City,Rarely,57,1,"Other, Documentary, Animation, Action, Sci-Fi, Horror",Night,Partner,No,Yes,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,5,3,Yes
42,Prefer not to say,2012,Student,Town,Never,64,3,"Animation, Drama, Comedy, Sci-Fi",Night,Friends/Group,Yes,No,5,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,5,Yes
48,Prefer not to say,3767,Homemaker,Town,Never,57,5,"Comedy, Other, Sci-Fi, Action, Drama, Animation, Documentary, Horror",Afternoon,Partner,Yes,No,2,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,4,1,Yes
16,Male,13848,Student,Tier-2 City,Rarely,103,5,"Documentary, Other, Action, Comedy, Drama, Horror, Animation",Night,Alone,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,No
46,Female,3710,Homemaker,Tier-1 City,Rarely,75,2,"Animation, Action, Horror, Drama, Comedy, Documentary, Romance, Sci-Fi",Morning,Family,Yes,No,3,No,Yes,No,Yes,Yes,Yes,No,No,No,4,1,Yes
37,Non-binary,3039,Homemaker,Tier-2 City,Weekly,90,4,"Romance, Action, Drama, Animation, Other, Sci-Fi",Afternoon,Friends/Group,Yes,No,5,Yes,No,Yes,No,Yes,Yes,No,Yes,No,3,1,Yes
36,Male,4279,Working Professional,Tier-1 City,Rarely,101,2,"Comedy, Horror, Other, Drama, Documentary, Romance, Animation",Morning,Partner,No,Yes,2,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,3,5,Yes
39,Female,2564,Working Professional,Tier-2 City,Monthly,78,1,"Animation, Comedy, Documentary, Horror, Other, Romance, Drama, Sci-Fi, Action",Evening,Family,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5,3,No
36,Male,1155,Student,Town,Occasionally,51,3,"Other, Drama, Action, Documentary",Morning,Partner,Yes,Yes,5,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,5,1,Yes
36,Prefer not to say,3065,Homemaker,Tier-1 City,Rarely,70,3,"Other, Animation, Comedy, Sci-Fi, Romance, Action, Horror, Drama, Documentary",Morning,Friends/Group,Yes,Yes,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,Yes
56,Female,8903,Student,Rural Area,Rarely,60,1,"Horror, Action, Other, Documentary",Afternoon,Partner,No,Yes,5,Yes,Yes,No,No,Yes,No,No,No,Yes,5,4,Yes
20,Male,1481,Retired,Town,Monthly,64,3,"Horror, Sci-Fi, Drama, Other, Documentary, Romance",Night,Partner,Yes,Yes,4,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3,2,Yes
29,Male,3927,Student,Rural Area,Never,73,2,"Comedy, Action, Other, Drama, Horror, Sci-Fi, Documentary, Animation, Romance",Morning,Partner,No,Yes,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,4,1,Yes
57,Non-binary,1560,Other,Town,Never,72,2,"Drama, Sci-Fi, Romance, Animation, Action, Other",Afternoon,Family,No,Yes,1,No,No,Yes,Yes,No,No,Yes,No,Yes,1,2,Yes
51,Male,2918,Student,Tier-2 City,Weekly,83,1,"Animation, Action, Comedy, Sci-Fi",Evening,Friends/Group,Yes,No,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1,1,Yes
47,Female,1254,Other,Tier-1 City,Monthly,86,3,"Horror, Other, Romance, Comedy, Drama",Afternoon,Friends/Group,No,Yes,5,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5,2,No
22,Female,2496,Other,Town,Occasionally,72,5,"Animation, Action, Other, Romance, Documentary, Horror, Sci-Fi, Drama, Comedy",Afternoon,Family,Yes,No,3,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,4,Yes
58,Non-binary,4528,Other,Tier-2 City,Occasionally,83,4,"Sci-Fi, Other, Romance, Animation, Drama",Night,Family,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,4,Yes
58,Female,2067,Retired,Tier-1 City,Monthly,64,5,"Animation, Romance, Horror, Drama, Comedy, Other, Sci-Fi",Morning,Family,No,Yes,1,No,Yes,Yes,Yes,No,No,No,Yes,No,3,2,Yes
19,Prefer not to say,3733,Student,Tier-1 City,Occasionally,101,2,"Other, Animation, Sci-Fi, Action, Romance, Drama, Horror, Comedy, Documentary",Evening,Alone,No,No,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,3,Yes
53,Female,4967,Student,Town,Never,63,2,"Comedy, Documentary, Action, Drama, Romance, Sci-Fi, Other, Horror, Animation",Afternoon,Partner,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4,3,No
18,Female,7549,Retired,Tier-1 City,Occasionally,98,2,"Drama, Horror, Action, Sci-Fi, Documentary",Morning,Partner,Yes,Yes,3,Yes,No,No,No,Yes,No,Yes,Yes,No,3,2,Yes
20,Male,1668,Homemaker,Town,Occasionally,45,2,"Romance, Drama, Other, Action, Horror, Documentary, Comedy, Sci-Fi, Animation",Morning,Friends/Group,Yes,No,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,4,Yes
59,Male,2274,Working Professional,Tier-1 City,Monthly,67,4,"Action, Horror, Drama, Romance, Comedy, Documentary, Animation",Afternoon,Partner,Yes,Yes,3,Yes,Yes,No,No,No,No,No,Yes,Yes,2,1,No
46,Female,1413,Student,Rural Area,Monthly,68,1,"Other, Sci-Fi, Animation, Comedy, Documentary, Romance",Morning,Alone,Yes,Yes,4,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4,4,Yes
44,Non-binary,13226,Working Professional,Tier-2 City,Occasionally,80,2,"Comedy, Documentary, Other, Romance, Drama, Animation",Afternoon,Family,Yes,Yes,3,Yes,No,Yes,No,Yes,No,Yes,Yes,No,1,2,Yes
49,Male,7543,Retired,Rural Area,Rarely,92,3,"Romance, Comedy, Documentary, Drama, Animation, Other, Sci-Fi, Horror, Action",Afternoon,Friends/Group,Yes,No,2,Yes,No,Yes,No,Yes,No,Yes,Yes,No,1,1,Yes
54,Non-binary,2941,Homemaker,Town,Monthly,50,4,"Sci-Fi, Documentary, Animation, Action, Horror, Romance",Afternoon,Friends/Group,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,2,No
30,Female,5613,Homemaker,Rural Area,Weekly,208,2,"Comedy, Documentary, Other, Sci-Fi, Action, Horror, Drama, Animation, Romance",Evening,Partner,Yes,Yes,5,Yes,No,No,No,Yes,Yes,No,Yes,Yes,4,1,No
27,Female,2839,Homemaker,Town,Weekly,46,3,"Drama, Other, Comedy, Documentary",Afternoon,Friends/Group,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,5,3,Yes
56,Prefer not to say,3442,Retired,Tier-1 City,Never,101,2,"Documentary, Drama, Other, Romance, Comedy, Action, Sci-Fi",Night,Family,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,4,3,Yes
44,Male,1233,Other,Tier-1 City,Occasionally,80,1,"Drama, Romance, Documentary, Action, Animation, Horror",Morning,Friends/Group,No,No,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,3,1,No
33,Female,4519,Other,Town,Rarely,53,4,"Horror, Drama, Sci-Fi, Comedy, Other, Action",Evening,Family,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,5,Yes
31,Prefer not to say,1341,Working Professional,Rural Area,Never,66,1,"Animation, Other, Horror, Documentary, Romance",Morning,Alone,Yes,Yes,5,No,Yes,No,No,Yes,Yes,No,No,Yes,2,3,No
33,Male,5372,Other,Tier-1 City,Occasionally,98,4,"Action, Other, Sci-Fi, Comedy, Drama, Documentary, Romance",Evening,Alone,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,2,1,Yes
42,Female,4808,Other,Tier-2 City,Monthly,69,2,"Horror, Action, Romance, Documentary, Comedy, Sci-Fi, Drama, Other",Night,Family,No,No,3,No,Yes,No,Yes,No,Yes,No,No,No,3,3,Yes
40,Female,24498,Homemaker,Tier-1 City,Weekly,68,2,"Drama, Comedy, Horror, Sci-Fi, Romance, Other",Evening,Partner,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,1,Yes
51,Male,1092,Homemaker,Tier-2 City,Rarely,59,4,"Comedy, Action, Drama, Animation, Horror",Evening,Friends/Group,No,No,4,No,Yes,Yes,Yes,No,Yes,No,No,Yes,2,1,Yes
40,Male,1902,Working Professional,Rural Area,Weekly,54,3,"Other, Romance, Horror, Documentary, Comedy, Drama, Sci-Fi, Animation, Action",Evening,Partner,No,No,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,2,5,Yes
37,Male,1763,Student,Tier-2 City,Monthly,98,3,"Animation, Action, Comedy, Other, Romance",Morning,Friends/Group,No,Yes,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4,2,No
23,Female,2116,Working Professional,Tier-2 City,Occasionally,108,2,"Action, Drama, Other, Documentary, Animation",Afternoon,Alone,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,2,2,Yes
26,Female,1229,Working Professional,Tier-2 City,Monthly,55,2,"Sci-Fi, Action, Other, Documentary, Romance, Animation, Horror",Morning,Alone,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,4,No
15,Prefer not to say,7909,Retired,Tier-2 City,Monthly,103,1,"Comedy, Animation, Horror, Documentary, Action, Drama, Other, Sci-Fi, Romance",Afternoon,Alone,Yes,No,4,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1,5,Yes
15,Non-binary,3017,Retired,Tier-1 City,Weekly,65,2,"Action, Sci-Fi, Horror, Romance, Other, Drama, Animation, Documentary, Comedy",Morning,Friends/Group,No,Yes,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,4,3,Yes
48,Male,1911,Working Professional,Tier-2 City,Rarely,85,4,"Other, Comedy, Drama, Action",Night,Alone,Yes,Yes,5,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,5,No
46,Female,2264,Working Professional,Tier-1 City,Monthly,103,3,"Documentary, Horror, Sci-Fi, Comedy",Night,Alone,Yes,No,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,Yes
39,Female,2481,Working Professional,Tier-2 City,Weekly,72,3,"Other, Horror, Drama, Romance, Documentary, Animation",Evening,Alone,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,4,Yes
54,Male,3294,Other,Town,Rarely,68,1,"Action, Documentary, Comedy, Romance, Horror",Night,Alone,Yes,Yes,3,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,2,Yes
59,Non-binary,2812,Retired,Rural Area,Occasionally,91,3,"Horror, Action, Documentary, Romance, Animation, Sci-Fi",Evening,Partner,Yes,Yes,3,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1,3,Yes
15,Male,7295,Working Professional,Tier-2 City,Occasionally,52,3,"Documentary, Drama, Action, Sci-Fi, Animation, Romance, Comedy, Horror",Afternoon,Alone,Yes,Yes,4,No,No,No,Yes,Yes,Yes,No,Yes,No,2,5,Yes
30,Non-binary,2717,Homemaker,Town,Never,97,5,"Sci-Fi, Other, Horror, Action, Romance, Comedy, Documentary",Night,Alone,Yes,No,3,Yes,Yes,No,No,Yes,No,No,No,Yes,2,3,No
53,Female,13120,Homemaker,Tier-2 City,Weekly,77,4,"Romance, Other, Horror, Documentary, Action, Sci-Fi",Afternoon,Partner,No,Yes,2,No,Yes,No,Yes,Yes,No,No,Yes,No,3,3,No
19,Non-binary,5766,Other,Tier-2 City,Rarely,63,5,"Action, Drama, Romance, Animation",Morning,Partner,Yes,Yes,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,1,Yes
36,Prefer not to say,1584,Other,Tier-2 City,Monthly,62,3,"Romance, Other, Horror, Sci-Fi, Drama",Afternoon,Friends/Group,Yes,No,3,No,Yes,Yes,No,Yes,No,Yes,No,Yes,4,3,Yes
43,Female,7669,Student,Town,Occasionally,47,1,"Comedy, Romance, Animation, Drama, Other, Action, Sci-Fi, Documentary, Horror",Morning,Family,Yes,Yes,2,No,Yes,No,Yes,Yes,No,No,Yes,No,5,4,Yes
17,Prefer not to say,1309,Student,Rural Area,Rarely,64,1,"Animation, Documentary, Other, Horror, Comedy, Action",Afternoon,Alone,No,No,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,3,Yes
26,Male,5251,Student,Town,Weekly,69,3,"Action, Drama, Other, Horror, Sci-Fi",Afternoon,Alone,No,No,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,2,3,Yes
40,Male,2197,Other,Rural Area,Never,53,2,"Documentary, Drama, Sci-Fi, Horror, Other, Action, Animation",Night,Alone,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,1,No
30,Male,6258,Other,Tier-2 City,Occasionally,74,5,"Drama, Documentary, Horror, Action, Animation, Sci-Fi, Romance, Other, Comedy",Afternoon,Friends/Group,No,Yes,1,No,Yes,No,No,No,No,Yes,Yes,Yes,3,1,Yes
51,Non-binary,6063,Other,Tier-1 City,Rarely,84,3,"Romance, Action, Other, Animation, Sci-Fi, Comedy, Drama, Horror, Documentary",Night,Alone,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,2,Yes
36,Female,5098,Homemaker,Tier-2 City,Rarely,70,1,"Horror, Documentary, Drama, Romance, Other, Comedy, Animation",Night,Family,No,Yes,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,2,No
43,Male,4901,Other,Rural Area,Rarely,88,1,"Action, Other, Romance, Comedy, Sci-Fi, Horror, Animation, Documentary",Evening,Partner,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,3,Yes
28,Male,1908,Homemaker,Town,Weekly,58,5,"Documentary, Romance, Comedy, Drama",Evening,Friends/Group,No,No,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,2,No
42,Female,1210,Student,Tier-2 City,Weekly,95,4,"Action, Horror, Sci-Fi, Romance, Documentary, Animation",Morning,Partner,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,4,Yes
19,Male,2289,Student,Town,Weekly,77,3,"Comedy, Documentary, Horror, Sci-Fi, Animation",Afternoon,Alone,Yes,No,1,No,No,Yes,No,No,No,Yes,Yes,Yes,3,4,Yes
44,Prefer not to say,1476,Student,Town,Monthly,105,3,"Documentary, Other, Drama, Action",Morning,Alone,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1,4,No
19,Female,3968,Working Professional,Town,Rarely,123,4,"Action, Comedy, Horror, Animation, Other, Sci-Fi, Romance",Afternoon,Alone,No,Yes,4,No,No,Yes,Yes,No,No,No,No,Yes,5,1,Yes
26,Female,2062,Working Professional,Tier-2 City,Occasionally,65,5,"Sci-Fi, Horror, Romance, Animation, Documentary, Drama, Comedy, Action",Evening,Family,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,No
30,Female,10283,Retired,Town,Weekly,66,5,"Documentary, Romance, Sci-Fi, Animation, Other",Evening,Family,No,No,4,Yes,No,Yes,Yes,No,No,Yes,No,Yes,4,5,No
40,Prefer not to say,3560,Retired,Town,Weekly,70,1,"Romance, Documentary, Action, Animation, Comedy, Other, Sci-Fi",Afternoon,Friends/Group,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,No,Yes,4,4,Yes
40,Female,5321,Retired,Tier-2 City,Rarely,86,4,"Sci-Fi, Romance, Documentary, Action, Animation, Comedy",Afternoon,Partner,Yes,No,5,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,3,Yes
35,Prefer not to say,1355,Working Professional,Town,Weekly,101,5,"Drama, Animation, Action, Other, Sci-Fi, Comedy, Documentary",Evening,Alone,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1,2,Yes
53,Female,5951,Working Professional,Tier-2 City,Monthly,61,2,"Animation, Horror, Documentary, Comedy",Evening,Alone,No,Yes,1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1,1,No
50,Non-binary,7402,Retired,Rural Area,Monthly,82,3,"Romance, Comedy, Animation, Horror, Action, Sci-Fi, Documentary, Drama, Other",Morning,Alone,Yes,Yes,5,Yes,No,No,Yes,Yes,No,No,No,No,3,3,Yes
47,Male,2669,Retired,Rural Area,Weekly,72,1,"Action, Other, Sci-Fi, Horror, Animation, Romance, Drama",Evening,Alone,No,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,2,Yes
44,Non-binary,3330,Other,Rural Area,Rarely,87,4,"Drama, Other, Action, Horror, Sci-Fi",Afternoon,Family,No,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,2,Yes
51,Male,4618,Retired,Town,Rarely,105,1,"Romance, Animation, Horror, Sci-Fi, Comedy, Drama, Other, Documentary",Morning,Partner,No,Yes,1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,1,4,Yes
37,Prefer not to say,1480,Other,Tier-1 City,Rarely,70,5,"Documentary, Drama, Comedy, Horror, Sci-Fi, Other",Afternoon,Partner,Yes,Yes,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,3,No
24,Non-binary,2745,Homemaker,Tier-1 City,Never,41,5,"Other, Romance, Documentary, Animation, Sci-Fi, Comedy, Action, Drama, Horror",Night,Friends/Group,No,No,4,No,Yes,No,Yes,Yes,No,Yes,Yes,No,2,3,No
19,Female,2271,Working Professional,Town,Weekly,89,2,"Romance, Drama, Other, Animation, Comedy, Documentary, Horror, Action, Sci-Fi",Morning,Family,No,Yes,5,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,5,4,No
50,Male,1395,Retired,Tier-1 City,Rarely,58,3,"Documentary, Animation, Romance, Other, Sci-Fi, Drama, Comedy, Action",Afternoon,Alone,Yes,No,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,1,4,Yes
48,Male,2145,Working Professional,Tier-2 City,Monthly,72,4,"Comedy, Action, Horror, Other, Documentary, Sci-Fi, Animation, Romance",Evening,Partner,No,Yes,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,4,Yes
45,Non-binary,1176,Working Professional,Tier-1 City,Occasionally,90,1,"Sci-Fi, Other, Comedy, Action, Drama",Night,Partner,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,4,Yes
24,Prefer not to say,1065,Working Professional,Town,Occasionally,80,3,"Other, Action, Drama, Horror, Documentary",Afternoon,Family,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,No,Yes,No,5,5,Yes
33,Non-binary,1363,Homemaker,Town,Rarely,72,5,"Other, Horror, Romance, Animation, Sci-Fi, Documentary, Action, Comedy",Morning,Friends/Group,Yes,Yes,1,Yes,Yes,Yes,No,No,No,Yes,Yes,No,3,3,Yes
46,Prefer not to say,9249,Student,Tier-2 City,Occasionally,63,3,"Action, Animation, Horror, Documentary, Drama, Other, Romance, Comedy, Sci-Fi",Afternoon,Friends/Group,Yes,Yes,4,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,4,2,No
15,Prefer not to say,2993,Retired,Rural Area,Occasionally,17,1,"Documentary, Horror, Romance, Animation, Drama, Comedy, Sci-Fi, Action",Night,Alone,Yes,Yes,3,No,No,Yes,Yes,Yes,No,No,Yes,Yes,4,2,No
19,Male,9440,Student,Town,Never,88,3,"Documentary, Drama, Romance, Action, Comedy, Sci-Fi",Morning,Friends/Group,Yes,Yes,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,4,No
59,Non-binary,2416,Student,Tier-2 City,Monthly,69,5,"Other, Comedy, Horror, Action, Animation, Drama, Sci-Fi, Documentary, Romance",Night,Partner,No,No,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,4,No
18,Non-binary,1934,Student,Tier-1 City,Monthly,105,3,"Sci-Fi, Action, Drama, Horror, Comedy",Afternoon,Friends/Group,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,4,5,No
30,Prefer not to say,2763,Working Professional,Tier-1 City,Never,328,4,"Drama, Romance, Sci-Fi, Action",Evening,Alone,Yes,No,2,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,4,Yes
38,Non-binary,2447,Other,Tier-2 City,Never,64,3,"Sci-Fi, Documentary, Animation, Other, Romance, Drama, Action, Comedy, Horror",Evening,Partner,Yes,Yes,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,3,5,No
30,Female,1279,Working Professional,Tier-2 City,Occasionally,96,4,"Other, Comedy, Animation, Sci-Fi, Documentary",Afternoon,Friends/Group,Yes,Yes,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,5,Yes
16,Female,3559,Working Professional,Town,Weekly,98,3,"Other, Animation, Action, Drama, Comedy, Sci-Fi, Romance",Afternoon,Friends/Group,No,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,4,Yes
